,Unnamed: 0,comment
258,258,"BAHAS MIFTAH OM DED


UNDANG PENJUAL ES DISINI BUAT KLARIFIKASI DONG🎉🎉🎉🎉🎉"
259,259,"Itulah pentingnya pendidikan moral dan adab buat anak sekarang...Om ded orang yg tepat dr segala aspek ...
Lanjutkan om..ga bosen2 nonton podcast nya..."
260,260,Aku nangiss sepanjang podcast  -- nada how lucky u are😢😢😢
261,261,"Aku dari kecil dikenal sbg anak yg tlutuk kl dalam bahasa jawa atau anak yg kebanyakan tanya dan ngejar sampai aku puas. Rasanya pas dikatain tlutuk sama org2 dewasa sekitarku tuh sakit banget. Bahkan aku masih tandain org2nya 😅 Jadi aku sejak kecil aku enggak mau kalau aku dewasa jadi org seperti itu. Akhirnya aku baca aja. Salah satu yg memorable dulu suka pinjam koran ke ruang guru. Gitu aja masih ada oknum guru yg nanya buat apa? Anak SMP kok baca koran😂😂😂. Mana bacanya di lorong sekolah lagi 😂😂😂😂.  

Aku akan jadi ortu yg ngajarin anak banyak why, jadi ortu yg bertumbuh belajar bareng anak."
262,262,Om ded tolong bilangin -  MIFTAH GOBLOK !!! Ada seorang ayah di lecehkan di tengah ribuan orang
263,263,❤ so warm & beautiful.. sehat2 selalu om Ded & keluarga 🙏🏻 (*mberebes mili 🥲🤍)
264,264,Semoga.. sisa tumor kang beben segera bisa dipindahkan ke Agus aja..
265,265,Terus tiba tiba ayah kita dibilang goblok sama si miftah
266,266,jujur aku sangat menikmati obrolan keluarga ini. 2 sosok ayah yang sangat luar biasa. Nada kamu beruntung banget😇
267,267,"Om ded uda tau guru u (mifta) sedih lihat ucapan y,gimna konsep y kq bisa gitu🙏🙏🙏"
268,268,APA REAKSI DAN PENDAPAT OM DEDY MELIHAT UCAPAN GUS MIFTAH  YG TELAH MENGHINA BAPAK TUA PENJUAL MINUMAN/ ES TEH DALAM PENGAJIAN NYA.
269,269,"🎉
░░░░░░▄▄
░░░░░█░░█
▄▄▄▄▄█░░█▄▄▄
▓▓▓▓█░░░░░░░█
▓▓▓▓█░░░░░░░░█
▓▓▓▓█░░░░░░░░█
▓▓▓▓█░░░░░░░░█
███▀▀▀███████"
270,270,"Apakah ortu nada pisah ya kok ayah nya di bandung, nada sm bunda nya di jkt"
271,271,"Sumpahhhhhh, kalian keren dan hebat banget. Terlepas dari apapun dan siapapun kalian. Aku Specleess. Sebagai anak dan manusia yg kurang kasih sayang sedari kecil, aku berasa nada itu aku. Aku pinjam sejenak kebahagiaan dan rasa yg nada rasakan. Entahlah, aku  ga bisa ungkapin dengan kata-kata seperti apa. Terimakasih atas cinta yg kalian tunjukan. Hatiku ikut menghangat. ❤"
272,272,Yg bikin seneng tuh kita semua lihat klo nada memanfaatkan previlage dan rezekinya itu sebaik2 nya
273,273,Pas ref nya keren banget🎉
274,274,Om ded coba undang seorang ayah penjual es teh yg sedang berikhtiar mencari rezeki buat keluarga nya eh malah di goblok-goblokin ulama di depan halayak banyak om. Kasian beliau sudah berusaha mencari rezeki halal kena ulti goblok ulama 😢
275,275,"Beruntung nada..dikeliling 3 laki² yg sayang bgt..ayah,papa,ka azka"
276,276,Beruntung bngt nada punya ayah papa hebat
277,277,"Aku mohon undang gus miftah om ded, walaupun beliau panutannya om, tp udah keterlaluan bercanda yg viral sekarang"
278,278,Bagaimana tanggapan nya Om Dedy mengenai viralnya gus mifta?
279,279,Beruntung bgt nada punya ayah dan papa yg sayang bgt sama dia. Punya kaka dan mama sambung juga baik2
280,280,gus miftah gimana om ded ?
281,281,Sebusuk2 nya bangkai nanti akan ter endus jg ded😂 anak dari vicky zhuu ini si nada
282,282,"jahat banget yg nipu, next lebih hati2 om beben sering2 sharing dan tanya2 ke nada. nada open banget dan dia smart sudah bisa diajak discuss"
283,283,Ooooohhh. Anaknya beben T five. Ternyata...... wooow
284,284,"almarhumah ibuku termasuk penderita tumor otak stadium akhir, dan karena ganasnya si tumor tersebut sampai saraf matanya terjepit oleh si tumor, ibuku hanya bertahan selama 10 tahun dan sekarang ibuku sudah tidak merasakan sakit lagi dan tenang dialam sana 🙂 missyou my mom 🥺🥺"
285,285,🥹🥹
286,286,hong hae in kehidupan nyata
287,287,"Keren om ded. Semoga tetap humble dan gak cepet merasa tinggi diatas segalanya, jangan sampai seperti seorang yang dianggap ""guru"" Tapi memandang rendah profesi orang lain yang hanya penjual teh, dan ""candaan"" GOBLOK nya yang dapat menyakiti perasaan orang lain. 

Semoga sehat terus buat om ded"
288,288,agus denger ini pasti sedih banget...
289,289,"Ga sabaran gua mau nonton, klarifikasi GUS MIFTA di podcast OM dedi YG STUJU BANTU up...."
290,290,Beruntung baget nanda dikelilingi klrga yg syg padanya. Terutama azk sngat menjaga adiknya  sprti adiknya sendiri👍
291,291,Ga undang gus miftah om
292,292,Om ded jangan undang Miftah karena sudah menghina orang miskin gak pantas dya jd smart people karena masyarakat marah dan miris atas perbuatannya
293,293,gus miftah otewe bintaro...
294,294,"Maaf banget om ded, 😁 baru sadar gigi nada bagus skrang ya rapih, 
Jdi nambah cantik."
295,295,Perhatian orang2 terdekat itu bisa membantu penyembuhan gyus....
296,296,Haru sih.😢
297,297,Mana gus mifta..kapan duduk minta klarifikasinya
298,298,GOOD MORNING  GOOD JOBS....GOOD KARMA ...SALAM HORMAT UTK PAPA NADA   FROM BOISE IDAHO USA
299,299,om dedy.. sengaja mampir cuma mau tanya .. kapan kui cangkem e si MIFTAH diundang neng podcast... arep gawe alesan opo jajal penasaran....
300,300,Adat orang sunda emg keren dia itu sangat sopan dan juga ga mau ngrepotin orang lain
301,301,"Mas dedi cobuzer bagaimana cara menghubungi mas , kita pernah bertemu distasiun tv dulu"
302,302,"undang gus Miftah om, habis ngatain goblok ke penjual air"
303,303,Kalian punya bapa? 🥺
304,304,"Maaf,ibu nada mana kok gak ada ceritanya"
305,305,Bahagianya kamu nak punya papa ayah yg hebat
306,306,respect
307,307,Koq di detik 40.11..... aku mewek ya . Terharu .
308,308,Om ded Tolong undang gus miftah🙏
309,309,Mungkin sebentar lagi ada podcast terbaru dari Om Ded sama Gus............. Klarifikasi.......
310,310,Ini personel t tive yg gondrong😂😂😂
311,311,Ceritanya kaya drakor queen of tears
312,312,"Banjir air mataku 
Beruntungnya nada
Jangan gengsi buat bilang sayang sama Ayah & Papa mu nada
Alfatihah buat Bapak ku 💐🤍😇"
313,313,Kaya cerita hong hein drakor yah
314,314,"Finally, Vidio yang paling aku tunggu😢penasaran bgt sama kedekatan Nada sama Ayahnya, maaf ya Nada sempet ada pertanyaan ragu, kok Nada sepertinya bahagia bgt sama keluarga Omded, sampe terkesan lupa sama keluarga kandungnya, gak pernah keliatan sama Ayahnya😢, sorry ya Nada, setelah liat vidio ini I am proud of you ❤"
315,315,aaaa episod kali ini bikin mellow sweet banget🥹🥹🥹
316,316,Kalian Luar Biasaa❤❤❤❤❤
317,317,"Contoh jadi Orang dan berusaha memanusiakan 

kesimpulan sy d situ doang😅...."
318,318,"Om ded, gurumu loh om ded.. Miris
Ada seorang ayah yang berjuang demi keluarganya, berjualan es di acara gurumu berharap dapat sedikit kelebihan dari keuntungan yang ga seberapa dari keramaian acara itu. Tapi beliau malah terhinakan, raut wajahnya kaya bingung, malu, kecewa, sedih...
Allahu akbar... Asli setiap liat berita bapak itu hati saya selalu terpukul."
319,319,"Harapan Papua, apa itu?
Harapan Papua adalah sebuah mimpi besar untuk ""Membangun Peradaban Maju Masyarakat Papua"" yang adil dan setara di Bumi Cenderawasih. Harapan Papua adalah solusi untuk menyelesaikan masalah pendidikan di Papua agar konflik di Papua bisa segera diakhiri. Harapan Papua adalah penyembuhan bagi pikiran dan hati yang selama 64 tahun telah hancur, rusak, dan terluka akibat ketidakadilan, penindasan, perampasan, serta ketidaksetaraan yang dialami oleh masyarakat Papua. Harapan Papua adalah jawaban dari semua pertanyaan yang ada di kepala.

Harapan Papua adalah kita, orang Papua, yang harus maju agar tidak lagi hidup dalam ketakutan menghadapi perubahan zaman. Masyarakat Papua harus berani berubah untuk kehidupan yang lebih baik di segala bidang. Harapan Papua adalah inisiatif yang lahir dari seorang putra asli Biak, Papua, yang terus bersuara kepada para pemimpin negeri ini agar mau melihat Papua dengan mata hati mereka yang selama ini tertutup oleh kegelapan, kekuasaan, dan uang.

Harapan Papua adalah ajakan bagi masyarakat Papua untuk keluar dari zona nyaman, melawan ketidakadilan dengan ""pikiran"" dan bukan dengan ""emosi, kekerasan, atau senjata."" Papua adalah kita, Papua adalah rumah kita. Menjadi orang Papua adalah sebuah kebanggaan karena kita dilahirkan di dunia ini atas kehendak Sang Pencipta.

Waktunya telah tiba. Bangun dan bergeraklah. Masa depan Papua ada di tanganmu.

— Christian Rinaldy Sukan"
320,320,"Undang gus miftah
Coba"
321,321,Sudah lihat kelakuan Miftah kepada Bapak penjual es teh belum Om Ded?
322,322,semoga kebaikanmu menjadi amal pahala jariyah ya om ded... Aamiin
323,323,Seneng bgt punya papa dua akur. Lah gua punya papa satu aja ga akur😢
324,324,Request undang Gus Miptah 😂
325,325,Siapa yg Lagi nunggu vidio klarifikasi guru nya om dedy gus mifah yg kata nya tau agama tapi lisan nya lebih kotor dari orang jalanan
326,326,Ayah Nada laki-laki yang punya harga diri... sesusah apapun sama sekali tdk mau merepotkan orang lain termasuk anaknya sendiri. Salut juga buat Daddy C.... ❤
327,327,Aku 2021 juga kena tumor otak .. Alhamdulillah 2023 sembuh tanpa oprasi .. Semoga sehat terus .. Mmg sering ngeblank . Mendadak lupa sedang apa mw kmna . Tp mmg kl d lihat sekilas ky org sehat .
328,328,"Om Dedy undang dong Gus Miftah... Supaya rame dan bisa membantu penjual es yang di bencadain tapi kayak di hina.... 
 Biar pun jual es teh tapi hasil nya halal..."
329,329,Beruntungnya Nada punya dua lelaki yg cintanya begitu besar. Terharu liat ini.
330,330,om gimana dengan guru mu yg menghina pedagang es ???  Kok orang kaya gitu kamu sanjung2 om
331,331,undang gurumu yg pinter itu & penjual es teh😂🎉
332,332,OM DED.. GURUMU MIFTAH JANGAN KASIH PANGGUNG UNTUK KLARIFIKASI
333,333,Ya ampunnn mau lah jadi bagian keluarganya om ded😅. Ada yang jagain
334,334,"Adab nya bagus,gak kaya si agus agusan yang ada di panggung yang menghina dan mengolok seorang ayah,suami pencari nafkah penjual minum.
Coba om ded undang bapak penjual es nya,tanpa mengundang si agus agusan semua itu,gak pantas mereka dapat panggung,karna gak layak untuk di jadikan contoh"
335,335,Ladida dadida didadida 😂
336,336,"Om ded ,gus miftah menghina pedagang minuman....😅"
337,337,wine grow like fine man....
338,338,"Ternyata bukan anak sembarang orang yag diangkat. Papanya nada juga punya nama ternyata di dunia musik. Tapi keren lah Nada. Setelah diangkat jadi anak, g siasiain kesempatan dan sekarang jadi makin oke dan talentanya keren"
339,339,Om ded.... semoga Allah selalu menyayangi om ded... speechless
340,340,Luar biasa. terharu..
341,341,Om ded tolong undang bapa² penjual es itu ke podcast om ded segera om ded ini udh darurat adab
342,342,cemara banget❤️
343,343,Sweet bgt masyallah 😍😍😍
344,344,Ternyata Nada mirip ayahnya
345,345,Ayah yang luar biasa
346,346,Beruntung lah nada di jadikan anak angkat sama om Dedi Corbuzier
347,347,Kshn bgt ayah nada semoga panjang umur dan sehat selalu pak 😢 berjasa bgt om ded buat keluarga nada
348,348,"Om deddy. Praktek bullying sobatnya terhadap seorg bpk penjual minuman menurut om dedy gimana.  Bahas dong jangan pilih pilih mentang "" sobat nga dibahas"
349,349,Best episode. Semoga makin banyak orang baik dan kaya raya di negara ini.
350,350,MAsya Alloh seneng liat nya ...om Ded baik banget
351,351,"Si gus undang lagi bang, si gus  miftah"
352,352,"Om ded baik sekali, ayahnya baik sekali dan tau terimakasih , damai bgt ayahnya semoga Allah sembuhkan sakit2 nyaaa"
353,353,om ded salam utk gus es teh y 😊
354,354,masyaallah ❤️
355,355,"OM JANGAN UNDANG GUS MIFTAH YANG LAGI RAME YA,SEMUA UDH SAKIT DENGAN UCAPAN NYA😢"
356,356,Keren...Gbu all❤
357,357,"Masyaa Allah, pas cerita azka gimana protektifnya jadi terharu 🥰"
358,358,"Dulu alm. Bapakku juga kena tumor otak, sayangnya ketahuan pas udah stadium akhir... Jadi ngga bisa dioperasi,   bulan ini tepat udah 16th bapak meninggal... Semoga husnul khotimah"
359,359,Gus miftah apa kabar setelah mencela tukang es di hajatannya
360,360,🤍🤍🤍
361,361,hangat
362,362,Maaf yahh nada . Ayahh sakit knp gak tinggal urus ayahh nya. Dan ayahh nya kangen. Nada tinggal bareng ayahh
363,363,Oia ini Basis T-Five yg gondrong.. 😢😢😢 band yg isi zaman2 sekolah dulu 😮
364,364,Akhir nya mas bheben dan nada di podcast
365,365,"Biasanya penderita tumor otak akan meninggal dlm kurun waktu 5-6 thn😢, kanker paru2 dan kanker otak tingkat kesembuhan hampir mustahil"
366,366,"UNDANG MIFTAH
""KAMI"" BUKAN CUMA SAYA YANG MENCEKAM PERKATAAN MIFTAH KEBAPAK YANG JUALAN ES TEH,APAKAH ITU CONTOH YANG BAIK???"
367,367,"Tapi aguss sedihh om,, gimana donG???"
368,368,Terharuu dan ikut bahagia
369,369,Alhamdulillah
370,370,Ommm ded Gus miftah ngomong GOBLOK ke bpk2 yg jualan es teh bahas omm byk tuh hujatan ustad koq kyk gitu
371,371,Positif ketemu Positif makin Positif 🫰
372,372,Kereen azka.. Kk lki2 ya hrs jdi bodigarny adik perempuan
373,373,"Bang dedy ,mau nanya , ini si miftah lagi trending gimana tangapan bang dedy ?? 
Dan pantas kah seorang penceramah yg ceramah nya isi nya cuman merendahkan orang lain ,dengan alasan guyon ?! Sedangkan diislam itu tidak boleh sama sekali .terimakasi"
374,374,mntb
375,375,Om deddy baik banget keluarga nada juga bersyukur uda di ketemukkan dewa penolong .gus jd lah org yg bersyukur hidup kita bukan bahagia sendiri jd org yg melihatpun bisa bahagia .klu km gus menjengkelkan  buat aku naik darah .mental saya terganggu gara gara agus saya jd emosi
376,376,adem ngliatnya loh ❤
377,377,OM BAHAS GUS BIADAB BESTIE MU PEMBULLY RAKYAT KECIL
378,378,"YTH OM DED
TOLONG ABIS INI JANGAN UNDANG GUS ITU BUAT KLARIF, NGGA ADA YG BISA DITOLERIR DARI PERBUATAN MENGHINAKAN SEBUAH PROFESI DI DEPAN UMUM😿DAKWAH SIAPA YG DIA CONTOH? TOLONG BANGET JANGAN KASIH PANGGUNG, BIARKAN DIA DAPET SANKSI SOSIAL"
379,379,Kaya drama kim ji won
380,380,"Dulu sangat pengen cium"" ayah waktu jaman sekolah, tp yg gengsi ayahku, tp semenjak beliau sakit dan aq mulai dewasa malah sering aq ciumin beliau seneng banget karna yg aq impikan terwujud untuk sering cium manja sama beliau, hingga beliau tiada malah aq di perantauan baru 1 hari ..😢😢 Alfatihah Alm.Ayah"
381,381,Mirip banget nada sama ayahnyaa
382,382,Bentar lagi ada yg KLARIFIKASI di sini 😂
383,383,"Undang gus miftah dong bang deddy,yg telah merendahkan penjual es teh"
384,384,beben drastis bgt berubah nya dibanding dulu
385,385,Gk ada rencana ngundang gusmiftah...🤔🤔🤔🤔
386,386,Dua sosok Bapak yg hebat ♥️👍
387,387,"Mada sangat beruntung punya dua ayah yg baik, sehat selalu utk ayah nada, sehat selalu utk mas Deddy.."
388,388,La didaaa la didaaa didaaa didaaaa 🤣😂
389,389,mantap om ded
390,390,Ayahnya sabarrr bgt
391,391,"Berasa senasib, bln 7 kemarin sakit gk bisa aktivitas normal, harus ngejual barang buat bertahan hidup n sesudah itu uangny kena tipu sedih pisan tp mau gmn lgi di ikhlasin ajah😂😂😂😂"
392,392,Nada mirip banget sama ayahnya🫶
393,393,"Alhamdulillah...Allah berkahi,  rahmati  dan lindungi keluarga ini, berlimpah banyak kebaikan dan rizqi halal, sehat wal afiat, sukses dan beruntung, bermanfaat dunia akhirat seluruh keluarga Dedy Corbuzier, Nada dan Keluarga Ayah Nada Aamiin Allahumma Aamiin🤲🤲🤲😇.. ikut happy dan bersyukur lihat kebaikan, kedamaian dan persaudaraan di tayangan ini...sejuk di hati... diseringin tayangan kayak begini Mas Drdy"
394,394,"Di masa masa Fatherless, Nada malah punya 2 orang ayah yang selalu sayang dan selalu ada buat dia. Baik baik ya Nak, Tuhan memberkatimu senantiasa 🙏"
395,395,Paman saya pernah punya penyakit kayg bapak y nada.. tp skrng sembuh total.
396,396,Ayah Nada personil T Five 😍
397,397,"Saudaraku juga pernah kena tumor  di perutnya sampai kaya org hamil 9bln,setelah dioperasi utk mencegah tumornya tumbuh lagi tiap hari minum air rebusan daun dan buah durian Belanda yg masih muda.Alhamdulillah...setelah 2thn lbh akhirnya bisa sembuh total."
398,398,"Dr awal nada masuk k klrganya DC aku udh suka bgt krn nada tuh positif vibes bs jd inspirasi anak2 muda lainnya..dan lbh kerennya lgi anak se positif nada dkelilingi org2 yg positif jg..slain sm ayah dan papanya nada aku jg salut sm aska,kak sabrina dan bundanya nada yg bs mmbimbing dgn baik dan tulus❤"
399,399,OM ES TEH OMM
400,400,"Om ded lu emg berbakat om, tapi engga dengan menyanyi om😂"
401,401,Om ded coba undang miftah lg rame tuh.
402,402,Baru nyadar ternyata gigi nya nada udah d rapikan..
403,403,"Temen lu, undang om si gus lagi rame... jgn pencitraan mele... ngolok2 tukang es..."
404,404,Heartwarming sekali❤❤
405,405,"kesatu, aku kaget ternyata nada org sunda, trs kedua yg aku nilai dr vid ini sprtinya ayah nada pengen banget buat besarin nada liat perkembangan nada cmn disisi lain dia sadar diri karna dia lg sakit dan blm mampu buat urus nada secara nafkah lahir batin, dan dia maunya nada capai cita cita nada biar nada terjamin masa depan nya dan ayah nada merelakan nada di angkat sama om ded karna ayah nada tau kalo nada sama om ded pasti nada terjamin dalam segi apapun, walaupun di sisi lain dia kehilangan banyak momen sama nada,dia gbsa nyaksiin masa pertumbuhan nada, aku sedih banget sbnrnya liat ini karna sangat iri liat ayah nada sebesar itu pengorbanan nya demi liat nada gapai cita cita nada, karna di luar sana masih banyak ayah yg ga bertanggung jawab sama anak nya dan lebih memilih untuk menelantarkan anaknya, untung nya nada jadi anak yg pinter dan berbakat, tar nada kalo udah gede nada jangan lupa sama ayah, dan hrs berterimakasih jg sm om ded,percaya sama aku di hati kecil ayah nya pasti sedih denger cerita masa pertumbuhan nada dari om ded,karna dia gbsa ada di posisi itu....btw ini banjir bgt air mata aku"
