,Unnamed: 0.1,Unnamed: 0,comment
281,281,281,sebusuk2 nya bangkai nanti akan ter endus jg ded anak dari vicky zhuu ini si nada
282,282,282,jahat banget yg nipu next lebih hati2 om beben sering2 sharing dan tanya2 ke nada nada open banget dan dia smart sudah bisa diajak discuss
283,283,283,ooooohhh anaknya beben t five ternyata wooow
284,284,284,almarhumah ibuku termasuk penderita tumor otak stadium akhir dan karena ganasnya si tumor tersebut sampai saraf matanya terjepit oleh si tumor ibuku hanya bertahan selama 10 tahun dan sekarang ibuku sudah tidak merasakan sakit lagi dan tenang dialam sana  missyou my mom 
285,285,285,
286,286,286,hong hae in kehidupan nyata
287,287,287,keren om ded semoga tetap humble dan gak cepet merasa tinggi diatas segalanya jangan sampai seperti seorang yang dianggap guru tapi memandang rendah profesi orang lain yang hanya penjual teh dan candaan goblok nya yang dapat menyakiti perasaan orang lain semoga sehat terus buat om ded
288,288,288,agus denger ini pasti sedih banget
289,289,289,ga sabaran gua mau nonton klarifikasi gus mifta di podcast om dedi yg stuju bantu up
290,290,290,beruntung baget nanda dikelilingi klrga yg syg padanya terutama azk sngat menjaga adiknya  sprti adiknya sendiri
291,291,291,ga undang gus miftah om
292,292,292,om ded jangan undang miftah karena sudah menghina orang miskin gak pantas dya jd smart people karena masyarakat marah dan miris atas perbuatannya
293,293,293,gus miftah otewe bintaro
294,294,294,maaf banget om ded  baru sadar gigi nada bagus skrang ya rapih jdi nambah cantik
295,295,295,perhatian orang2 terdekat itu bisa membantu penyembuhan gyus
296,296,296,haru sih
297,297,297,mana gus miftakapan duduk minta klarifikasinya
298,298,298,good morning  good jobsgood karma salam hormat utk papa nada   from boise idaho usa
299,299,299,om dedy sengaja mampir cuma mau tanya  kapan kui cangkem e si miftah diundang neng podcast arep gawe alesan opo jajal penasaran
300,300,300,adat orang sunda emg keren dia itu sangat sopan dan juga ga mau ngrepotin orang lain
301,301,301,mas dedi cobuzer bagaimana cara menghubungi mas  kita pernah bertemu distasiun tv dulu
302,302,302,undang gus miftah om habis ngatain goblok ke penjual air
303,303,303,kalian punya bapa 
304,304,304,maafibu nada mana kok gak ada ceritanya
305,305,305,bahagianya kamu nak punya papa ayah yg hebat
306,306,306,respect
307,307,307,koq di detik 4011 aku mewek ya  terharu 
308,308,308,om ded tolong undang gus miftah
309,309,309,mungkin sebentar lagi ada podcast terbaru dari om ded sama gus klarifikasi
310,310,310,ini personel t tive yg gondrong
311,311,311,ceritanya kaya drakor queen of tears
312,312,312,banjir air mataku beruntungnya nadajangan gengsi buat bilang sayang sama ayah  papa mu nadaalfatihah buat bapak ku 
313,313,313,kaya cerita hong hein drakor yah
314,314,314,finally vidio yang paling aku tunggupenasaran bgt sama kedekatan nada sama ayahnya maaf ya nada sempet ada pertanyaan ragu kok nada sepertinya bahagia bgt sama keluarga omded sampe terkesan lupa sama keluarga kandungnya gak pernah keliatan sama ayahnya sorry ya nada setelah liat vidio ini i am proud of you 
315,315,315,aaaa episod kali ini bikin mellow sweet banget
316,316,316,kalian luar biasaa
317,317,317,contoh jadi orang dan berusaha memanusiakan kesimpulan sy d situ doang
318,318,318,om ded gurumu loh om ded mirisada seorang ayah yang berjuang demi keluarganya berjualan es di acara gurumu berharap dapat sedikit kelebihan dari keuntungan yang ga seberapa dari keramaian acara itu tapi beliau malah terhinakan raut wajahnya kaya bingung malu kecewa sedihallahu akbar asli setiap liat berita bapak itu hati saya selalu terpukul
319,319,319,harapan papua apa ituharapan papua adalah sebuah mimpi besar untuk membangun peradaban maju masyarakat papua yang adil dan setara di bumi cenderawasih harapan papua adalah solusi untuk menyelesaikan masalah pendidikan di papua agar konflik di papua bisa segera diakhiri harapan papua adalah penyembuhan bagi pikiran dan hati yang selama 64 tahun telah hancur rusak dan terluka akibat ketidakadilan penindasan perampasan serta ketidaksetaraan yang dialami oleh masyarakat papua harapan papua adalah jawaban dari semua pertanyaan yang ada di kepalaharapan papua adalah kita orang papua yang harus maju agar tidak lagi hidup dalam ketakutan menghadapi perubahan zaman masyarakat papua harus berani berubah untuk kehidupan yang lebih baik di segala bidang harapan papua adalah inisiatif yang lahir dari seorang putra asli biak papua yang terus bersuara kepada para pemimpin negeri ini agar mau melihat papua dengan mata hati mereka yang selama ini tertutup oleh kegelapan kekuasaan dan uangharapan papua adalah ajakan bagi masyarakat papua untuk keluar dari zona nyaman melawan ketidakadilan dengan pikiran dan bukan dengan emosi kekerasan atau senjata papua adalah kita papua adalah rumah kita menjadi orang papua adalah sebuah kebanggaan karena kita dilahirkan di dunia ini atas kehendak sang penciptawaktunya telah tiba bangun dan bergeraklah masa depan papua ada di tanganmu christian rinaldy sukan
320,320,320,undang gus miftahcoba
321,321,321,sudah lihat kelakuan miftah kepada bapak penjual es teh belum om ded
322,322,322,semoga kebaikanmu menjadi amal pahala jariyah ya om ded aamiin
323,323,323,seneng bgt punya papa dua akur lah gua punya papa satu aja ga akur
324,324,324,request undang gus miptah 
325,325,325,siapa yg lagi nunggu vidio klarifikasi guru nya om dedy gus mifah yg kata nya tau agama tapi lisan nya lebih kotor dari orang jalanan
326,326,326,ayah nada lakilaki yang punya harga diri sesusah apapun sama sekali tdk mau merepotkan orang lain termasuk anaknya sendiri salut juga buat daddy c 
327,327,327,aku 2021 juga kena tumor otak  alhamdulillah 2023 sembuh tanpa oprasi  semoga sehat terus  mmg sering ngeblank  mendadak lupa sedang apa mw kmna  tp mmg kl d lihat sekilas ky org sehat 
328,328,328,om dedy undang dong gus miftah supaya rame dan bisa membantu penjual es yang di bencadain tapi kayak di hina  biar pun jual es teh tapi hasil nya halal
329,329,329,beruntungnya nada punya dua lelaki yg cintanya begitu besar terharu liat ini
330,330,330,om gimana dengan guru mu yg menghina pedagang es   kok orang kaya gitu kamu sanjung2 om
331,331,331,undang gurumu yg pinter itu  penjual es teh
332,332,332,om ded gurumu miftah jangan kasih panggung untuk klarifikasi
333,333,333,ya ampunnn mau lah jadi bagian keluarganya om ded ada yang jagain
334,334,334,adab nya bagusgak kaya si agus agusan yang ada di panggung yang menghina dan mengolok seorang ayahsuami pencari nafkah penjual minumcoba om ded undang bapak penjual es nyatanpa mengundang si agus agusan semua itugak pantas mereka dapat panggungkarna gak layak untuk di jadikan contoh
335,335,335,ladida dadida didadida 
336,336,336,om ded gus miftah menghina pedagang minuman
337,337,337,wine grow like fine man
338,338,338,ternyata bukan anak sembarang orang yag diangkat papanya nada juga punya nama ternyata di dunia musik tapi keren lah nada setelah diangkat jadi anak g siasiain kesempatan dan sekarang jadi makin oke dan talentanya keren
339,339,339,om ded semoga allah selalu menyayangi om ded speechless
340,340,340,luar biasa terharu
341,341,341,om ded tolong undang bapa penjual es itu ke podcast om ded segera om ded ini udh darurat adab
342,342,342,cemara banget
343,343,343,sweet bgt masyallah 
344,344,344,ternyata nada mirip ayahnya
345,345,345,ayah yang luar biasa
346,346,346,beruntung lah nada di jadikan anak angkat sama om dedi corbuzier
347,347,347,kshn bgt ayah nada semoga panjang umur dan sehat selalu pak  berjasa bgt om ded buat keluarga nada
348,348,348,om deddy praktek bullying sobatnya terhadap seorg bpk penjual minuman menurut om dedy gimana  bahas dong jangan pilih pilih mentang  sobat nga dibahas
349,349,349,best episode semoga makin banyak orang baik dan kaya raya di negara ini
350,350,350,masya alloh seneng liat nya om ded baik banget
351,351,351,si gus undang lagi bang si gus  miftah
352,352,352,om ded baik sekali ayahnya baik sekali dan tau terimakasih  damai bgt ayahnya semoga allah sembuhkan sakit2 nyaaa
353,353,353,om ded salam utk gus es teh y 
354,354,354,masyaallah 
355,355,355,om jangan undang gus miftah yang lagi rame yasemua udh sakit dengan ucapan nya
356,356,356,kerengbu all
357,357,357,masyaa allah pas cerita azka gimana protektifnya jadi terharu 
358,358,358,dulu alm bapakku juga kena tumor otak sayangnya ketahuan pas udah stadium akhir jadi ngga bisa dioperasi   bulan ini tepat udah 16th bapak meninggal semoga husnul khotimah
359,359,359,gus miftah apa kabar setelah mencela tukang es di hajatannya
360,360,360,
361,361,361,hangat
362,362,362,maaf yahh nada  ayahh sakit knp gak tinggal urus ayahh nya dan ayahh nya kangen nada tinggal bareng ayahh
363,363,363,oia ini basis tfive yg gondrong  band yg isi zaman2 sekolah dulu 
364,364,364,akhir nya mas bheben dan nada di podcast
365,365,365,biasanya penderita tumor otak akan meninggal dlm kurun waktu 56 thn kanker paru2 dan kanker otak tingkat kesembuhan hampir mustahil
366,366,366,undang miftahkami bukan cuma saya yang mencekam perkataan miftah kebapak yang jualan es tehapakah itu contoh yang baik
367,367,367,tapi aguss sedihh om gimana dong
368,368,368,terharuu dan ikut bahagia
369,369,369,alhamdulillah
370,370,370,ommm ded gus miftah ngomong goblok ke bpk2 yg jualan es teh bahas omm byk tuh hujatan ustad koq kyk gitu
371,371,371,positif ketemu positif makin positif 
372,372,372,kereen azka kk lki2 ya hrs jdi bodigarny adik perempuan
373,373,373,bang dedy mau nanya  ini si miftah lagi trending gimana tangapan bang dedy  dan pantas kah seorang penceramah yg ceramah nya isi nya cuman merendahkan orang lain dengan alasan guyon  sedangkan diislam itu tidak boleh sama sekali terimakasi
374,374,374,mntb
375,375,375,om deddy baik banget keluarga nada juga bersyukur uda di ketemukkan dewa penolong gus jd lah org yg bersyukur hidup kita bukan bahagia sendiri jd org yg melihatpun bisa bahagia klu km gus menjengkelkan  buat aku naik darah mental saya terganggu gara gara agus saya jd emosi
376,376,376,adem ngliatnya loh 
377,377,377,om bahas gus biadab bestie mu pembully rakyat kecil
378,378,378,yth om dedtolong abis ini jangan undang gus itu buat klarif ngga ada yg bisa ditolerir dari perbuatan menghinakan sebuah profesi di depan umumdakwah siapa yg dia contoh tolong banget jangan kasih panggung biarkan dia dapet sanksi sosial
379,379,379,kaya drama kim ji won
380,380,380,dulu sangat pengen cium ayah waktu jaman sekolah tp yg gengsi ayahku tp semenjak beliau sakit dan aq mulai dewasa malah sering aq ciumin beliau seneng banget karna yg aq impikan terwujud untuk sering cium manja sama beliau hingga beliau tiada malah aq di perantauan baru 1 hari  alfatihah almayah
381,381,381,mirip banget nada sama ayahnyaa
382,382,382,bentar lagi ada yg klarifikasi di sini 
383,383,383,undang gus miftah dong bang deddyyg telah merendahkan penjual es teh
384,384,384,beben drastis bgt berubah nya dibanding dulu
385,385,385,gk ada rencana ngundang gusmiftah
386,386,386,dua sosok bapak yg hebat 
387,387,387,mada sangat beruntung punya dua ayah yg baik sehat selalu utk ayah nada sehat selalu utk mas deddy
388,388,388,la didaaa la didaaa didaaa didaaaa 
389,389,389,mantap om ded
390,390,390,ayahnya sabarrr bgt
391,391,391,berasa senasib bln 7 kemarin sakit gk bisa aktivitas normal harus ngejual barang buat bertahan hidup n sesudah itu uangny kena tipu sedih pisan tp mau gmn lgi di ikhlasin ajah
392,392,392,nada mirip banget sama ayahnya
393,393,393,alhamdulillahallah berkahi  rahmati  dan lindungi keluarga ini berlimpah banyak kebaikan dan rizqi halal sehat wal afiat sukses dan beruntung bermanfaat dunia akhirat seluruh keluarga dedy corbuzier nada dan keluarga ayah nada aamiin allahumma aamiin ikut happy dan bersyukur lihat kebaikan kedamaian dan persaudaraan di tayangan inisejuk di hati diseringin tayangan kayak begini mas drdy
394,394,394,di masa masa fatherless nada malah punya 2 orang ayah yang selalu sayang dan selalu ada buat dia baik baik ya nak tuhan memberkatimu senantiasa 
395,395,395,paman saya pernah punya penyakit kayg bapak y nada tp skrng sembuh total
396,396,396,ayah nada personil t five 
397,397,397,saudaraku juga pernah kena tumor  di perutnya sampai kaya org hamil 9blnsetelah dioperasi utk mencegah tumornya tumbuh lagi tiap hari minum air rebusan daun dan buah durian belanda yg masih mudaalhamdulillahsetelah 2thn lbh akhirnya bisa sembuh total
398,398,398,dr awal nada masuk k klrganya dc aku udh suka bgt krn nada tuh positif vibes bs jd inspirasi anak2 muda lainnyadan lbh kerennya lgi anak se positif nada dkelilingi org2 yg positif jgslain sm ayah dan papanya nada aku jg salut sm askakak sabrina dan bundanya nada yg bs mmbimbing dgn baik dan tulus
399,399,399,om es teh omm
400,400,400,om ded lu emg berbakat om tapi engga dengan menyanyi om
401,401,401,om ded coba undang miftah lg rame tuh
402,402,402,baru nyadar ternyata gigi nya nada udah d rapikan
403,403,403,temen lu undang om si gus lagi rame jgn pencitraan mele ngolok2 tukang es
404,404,404,heartwarming sekali
405,405,405,kesatu aku kaget ternyata nada org sunda trs kedua yg aku nilai dr vid ini sprtinya ayah nada pengen banget buat besarin nada liat perkembangan nada cmn disisi lain dia sadar diri karna dia lg sakit dan blm mampu buat urus nada secara nafkah lahir batin dan dia maunya nada capai cita cita nada biar nada terjamin masa depan nya dan ayah nada merelakan nada di angkat sama om ded karna ayah nada tau kalo nada sama om ded pasti nada terjamin dalam segi apapun walaupun di sisi lain dia kehilangan banyak momen sama nadadia gbsa nyaksiin masa pertumbuhan nada aku sedih banget sbnrnya liat ini karna sangat iri liat ayah nada sebesar itu pengorbanan nya demi liat nada gapai cita cita nada karna di luar sana masih banyak ayah yg ga bertanggung jawab sama anak nya dan lebih memilih untuk menelantarkan anaknya untung nya nada jadi anak yg pinter dan berbakat tar nada kalo udah gede nada jangan lupa sama ayah dan hrs berterimakasih jg sm om dedpercaya sama aku di hati kecil ayah nya pasti sedih denger cerita masa pertumbuhan nada dari om dedkarna dia gbsa ada di posisi itubtw ini banjir bgt air mata aku
406,406,406,om ded gurunya suruh minta maaf gih melakukan bullying di panggung dakwah memalukan sangat
407,407,407,keren om dedi
408,408,408,om dedi sudah ada niatan buat bikin klarifikasi gus miftah 
409,409,409,alhamdulillah  bersyukur terus ya nada pokoknya selalu ingat nada ada orang tua yang sayang sama nada  alhamdulillah 
410,410,410,kek penyakit hong haein ya efeknya suka lupa apa yg dilakuin
411,411,411,terharu bgt papanya nada sehat2 ya sedih bgt di posisi pp nada
412,412,412,ma syaa allahsehat orng baikamiin
413,413,413,brrti pak ben d pgl om ded biar ngajarin nada gitar sklian dketin nada sma ayahnya masyaaallah
414,414,414,kehebatan seorang ayah akan menuntun anak untuk mengembangkan skill dan kemampuannya kehebatan seorang anak akan membantu orang tua meringankan beban dan cobaan yg dihadapinya kamu beruntung nada ayah kandungmu mengasah kemampuan kamu dari kecil ayah angkatmu menuntun kamu menggapai cita2 kamu ketika dewasa
415,415,415,ompenjual es teh yg di goblok goblokan an itu kasian om
416,416,416,ayahnya dah pisah juga yah ma bundasmangat ayah di satu sisi pengen deket ma nada 24 jam tapi at the same time ikhlas kalo sama om ded has a better future
417,417,417,siapa yang setuju undang ustad khalid tentang hukum seorang oknum dai merendahkan profesi jamaah nya yang sedang berjualan kaki lima
418,418,418,terharu  ayah dan papa yg baik
419,419,419,kereeennn obrolan ayah biologis  ayah ideologis yg sama2 mengharapkan kebaikan buat anak gadisnya
420,420,420,all the best nada
421,421,421,bangke benerbener pengen denger nanyi nya malah dicepetin
422,422,422,masih menunggu gus nganu tampil
